date,location_id,city,country,latitude,longitude,timezone,location_confidence,location_source,temp_c,temp_c_max,temp_c_min,humidity_pct,heat_index_c,uv_index,sunshine_h,shortwave_mj_m2,precipitation_mm,wind_kmh,aqi,aqi_us,pm2_5,pm10
2017-02-24,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.800,19.500,9.900,87,13.800,4.345,10.300,13.470,0.900,24.500,,,,
2017-02-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.800,14.100,8.600,93,11.800,3.339,7.422,10.350,9.500,27.700,,,,
2017-02-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,4.100,7.200,0.900,45,4.100,5.271,10.533,16.340,0.000,28.000,,,,
2017-02-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,4.800,11.900,-0.800,54,4.800,4.239,10.049,13.140,0.000,22.200,,,,
2017-02-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,8.200,14.800,2.800,77,8.200,4.358,8.372,13.510,0.700,16.900,,,,
2017-03-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.900,22.000,9.700,83,14.900,1.974,1.819,6.120,4.500,42.400,,,,
2017-03-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,8.300,16.100,2.400,41,8.300,5.642,10.939,17.490,0.000,43.300,,,,
2017-03-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,0.500,4.000,-3.500,40,0.500,4.603,10.406,14.270,0.300,27.600,,,,
2017-03-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,-4.200,-0.400,-7.800,34,-4.200,4.135,10.120,12.820,0.000,39.000,,,,
2017-03-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,-4.800,2.700,-9.600,33,-4.800,6.135,11.296,19.020,0.000,25.800,,,,
2017-03-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,-0.400,4.200,-5.600,51,-0.400,5.616,11.018,17.410,0.000,17.100,,,,
2017-03-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.500,11.900,3.200,84,7.500,1.319,0.000,4.090,6.700,22.200,,,,
2017-03-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.400,14.800,7.400,60,11.400,4.158,7.886,12.890,0.800,29.300,,,,
2017-03-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.000,14.100,8.200,32,11.000,5.977,11.512,18.530,0.000,32.000,,,,
2017-03-10,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,16.400,21.200,13.200,87,16.400,4.558,9.471,14.130,0.100,18.300,,,,
2017-03-11,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,15.600,18.900,12.900,71,15.600,5.345,11.112,16.570,0.100,37.000,,,,
2017-03-12,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,17.600,24.500,13.100,56,17.600,6.313,11.627,19.570,0.000,29.900,,,,
2017-03-13,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,15.700,18.100,13.600,77,15.700,5.010,11.620,15.530,6.400,21.000,,,,
2017-03-14,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.500,17.400,11.100,81,14.500,5.526,11.387,17.130,0.400,17.000,,,,
2017-03-15,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,13.400,17.500,9.400,83,13.400,5.219,11.456,16.180,7.100,22.000,,,,
2017-03-16,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.000,17.200,10.600,75,14.000,5.823,11.299,18.050,0.800,19.500,,,,
2017-03-17,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.300,18.000,10.900,74,14.300,5.016,8.866,15.550,0.000,14.500,,,,
2017-03-18,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,15.700,21.200,12.100,72,15.700,4.077,4.213,12.640,0.000,23.900,,,,
2017-03-19,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,15.300,17.600,12.500,73,15.300,5.432,9.216,16.840,0.000,17.000,,,,
2017-03-20,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.700,17.000,12.600,77,14.700,4.787,9.585,14.840,1.900,22.100,,,,
2017-03-21,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.900,18.300,11.500,82,14.900,4.332,7.026,13.430,0.000,15.100,,,,
2017-03-22,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.900,20.000,10.900,85,14.900,4.187,8.405,12.980,0.900,11.300,,,,
2017-03-23,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,15.800,20.300,11.600,81,15.800,6.690,10.842,20.740,0.100,20.700,,,,
2017-03-24,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,15.300,19.300,11.500,81,15.300,6.839,11.853,21.200,0.000,17.900,,,,
2017-03-25,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.600,19.500,10.400,82,14.600,7.216,11.865,22.370,0.000,18.400,,,,
2017-03-26,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.800,20.500,9.900,79,14.800,7.652,11.876,23.720,0.000,17.500,,,,
2017-03-27,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.400,19.900,9.900,78,14.400,6.871,11.243,21.300,0.000,15.500,,,,
2017-03-28,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,14.400,19.400,9.400,79,14.400,6.555,11.899,20.320,0.000,14.700,,,,
2017-03-29,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,16.900,23.000,11.400,76,16.900,7.616,11.910,23.610,0.000,15.300,,,,
2017-03-30,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,19.000,25.100,15.400,61,19.000,4.845,9.508,15.020,0.200,23.700,,,,
2017-03-31,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,17.100,23.900,12.200,74,17.100,7.297,11.933,22.620,0.000,16.800,,,,
2017-04-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,5.400,8.800,3.000,75,5.400,3.810,6.777,11.810,1.100,33.000,,,,
2017-04-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,8.600,15.600,2.000,60,8.600,6.365,11.727,19.730,0.000,25.300,,,,
2017-04-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,8.900,15.100,2.100,66,8.900,6.458,11.125,20.020,0.000,21.100,,,,
2017-04-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.800,12.400,7.400,91,9.800,1.897,0.426,5.880,17.900,28.800,,,,
2017-04-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.200,17.000,6.600,79,10.200,5.894,12.000,18.270,0.000,19.300,,,,
2017-04-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.700,14.100,4.400,92,7.700,0.977,1.000,3.030,25.400,39.800,,,,
2017-04-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.500,9.900,4.200,64,7.500,3.319,6.331,10.290,0.800,30.200,,,,
2017-04-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.200,13.200,2.700,46,7.200,7.871,12.249,24.400,0.000,27.900,,,,
2017-04-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.700,17.500,2.000,53,9.700,7.877,12.182,24.420,0.000,16.800,,,,
2017-04-10,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.400,21.500,5.900,59,14.400,7.574,12.207,23.480,0.000,18.800,,,,
2017-04-11,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.400,23.800,11.900,66,17.400,7.432,12.242,23.040,0.000,17.400,,,,
2017-04-12,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.800,22.600,10.900,70,16.800,4.703,9.242,14.580,0.400,17.200,,,,
2017-04-13,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.900,17.200,6.800,50,11.900,7.545,12.013,23.390,0.000,25.300,,,,
2017-04-14,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.300,15.900,5.300,55,10.300,7.074,10.909,21.930,0.000,18.600,,,,
2017-04-15,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.300,14.800,5.600,70,11.300,5.487,10.841,17.010,0.600,23.100,,,,
2017-04-16,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.200,27.900,13.700,69,20.200,6.890,12.599,21.360,0.500,29.300,,,,
2017-04-17,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.200,21.500,13.800,58,18.200,5.306,9.289,16.450,0.100,23.800,,,,
2017-04-18,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.500,17.100,7.800,58,11.500,8.026,13.120,24.880,0.000,26.300,,,,
2017-04-19,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,8.400,9.700,6.600,79,8.400,5.010,10.967,15.530,1.200,26.500,,,,
2017-04-20,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.700,18.500,9.200,83,12.700,4.316,6.134,13.380,2.400,18.300,,,,
2017-04-21,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.900,13.800,9.100,91,10.900,2.348,0.566,7.280,6.100,16.500,,,,
2017-04-22,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.100,12.900,9.400,89,11.100,1.306,0.000,4.050,3.100,19.400,,,,
2017-04-23,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.800,17.000,6.100,67,10.800,8.281,11.760,25.670,0.000,16.200,,,,
2017-04-24,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.600,12.900,7.500,78,10.600,2.523,1.859,7.820,0.300,12.000,,,,
2017-04-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.800,11.900,9.600,92,10.800,1.245,0.000,3.860,11.200,34.600,,,,
2017-04-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.700,16.700,10.900,93,13.700,2.223,0.056,6.890,5.900,27.400,,,,
2017-04-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.100,19.300,12.400,90,15.100,4.481,7.356,13.890,0.000,18.900,,,,
2017-04-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.900,26.000,12.200,79,18.900,7.913,13.280,24.530,0.200,20.400,,,,
2017-04-29,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.200,27.800,14.900,74,21.200,6.329,9.846,19.620,8.900,31.100,,,,
2017-04-30,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.300,18.500,10.400,60,14.300,3.890,2.875,12.060,0.700,24.800,,,,
2017-05-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.900,22.500,10.600,81,15.900,4.816,7.326,14.930,0.500,27.800,,,,
2017-05-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.800,22.900,14.700,60,19.800,6.765,11.854,20.970,0.700,38.200,,,,
2017-05-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.100,16.200,10.600,48,14.100,6.606,12.163,20.480,0.000,31.600,,,,
2017-05-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.100,15.200,6.500,60,11.100,8.394,12.121,26.020,0.000,24.500,,,,
2017-05-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.900,16.500,10.400,92,12.900,1.335,0.000,4.140,32.500,31.000,,,,
2017-05-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.700,18.800,11.600,81,15.700,5.903,10.000,18.300,4.500,30.900,,,,
2017-05-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.900,13.600,8.400,70,10.900,5.345,10.842,16.570,0.400,23.500,,,,
2017-05-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.000,13.800,6.100,61,10.000,7.152,12.772,22.170,0.000,27.800,,,,
2017-05-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.900,15.600,6.700,61,10.900,6.926,10.571,21.470,0.200,22.700,,,,
2017-05-10,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.900,16.900,8.000,67,11.900,7.100,13.649,22.010,0.000,15.300,,,,
2017-05-11,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.700,15.800,7.900,66,11.700,7.045,13.297,21.840,0.000,14.700,,,,
2017-05-12,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.100,14.400,7.400,74,11.100,4.923,7.965,15.260,0.000,19.800,,,,
2017-05-13,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.800,10.500,8.600,90,9.800,0.758,0.000,2.350,33.600,26.900,,,,
2017-05-14,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.500,18.100,7.800,74,12.500,5.765,11.080,17.870,4.900,24.900,,,,
2017-05-15,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.400,18.700,10.200,59,14.400,5.874,13.000,18.210,0.000,35.400,,,,
2017-05-16,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.400,24.200,9.800,63,17.400,8.648,13.000,26.810,0.000,18.400,,,,
2017-05-17,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.400,30.600,13.100,65,22.400,8.987,14.000,27.860,0.000,21.200,,,,
2017-05-18,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,26.100,31.800,20.400,63,26.100,7.877,13.394,24.420,0.000,23.700,,,,
2017-05-19,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,25.300,29.600,19.700,67,25.300,7.752,14.000,24.030,1.000,24.700,,,,
2017-05-20,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.300,17.900,12.300,60,15.300,2.342,3.907,7.260,0.200,23.900,,,,
2017-05-21,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.000,17.400,10.300,62,14.000,9.206,14.000,28.540,0.000,21.400,,,,
2017-05-22,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.000,15.700,12.400,88,14.000,1.165,0.000,3.610,16.000,15.100,,,,
2017-05-23,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.800,20.500,14.500,76,16.800,5.935,7.862,18.400,0.000,12.800,,,,
2017-05-24,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.600,19.500,13.900,77,15.600,4.184,6.977,12.970,1.800,17.000,,,,
2017-05-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.100,16.200,12.400,91,14.100,1.326,0.000,4.110,17.500,27.000,,,,
2017-05-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.400,22.500,12.700,80,17.400,4.939,10.059,15.310,6.500,25.000,,,,
2017-05-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.800,21.700,13.800,77,17.800,4.948,9.489,15.340,0.200,12.600,,,,
2017-05-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.500,19.900,13.200,84,16.500,7.319,13.426,22.690,0.700,22.200,,,,
2017-05-29,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.300,15.400,13.100,85,14.300,1.942,0.602,6.020,5.600,14.800,,,,
2017-05-30,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.200,15.200,13.000,86,14.200,3.048,0.340,9.450,0.700,21.300,,,,
2017-05-31,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.500,23.000,14.100,87,17.500,5.184,8.143,16.070,3.800,14.100,,,,
2017-06-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.400,24.900,14.000,70,19.400,7.594,14.000,23.540,0.000,23.700,,,,
2017-06-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.100,23.100,12.400,55,18.100,8.126,14.051,25.190,0.300,29.000,,,,
2017-06-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.000,21.500,11.100,66,16.000,6.984,10.888,21.650,1.800,24.000,,,,
2017-06-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.100,21.100,10.800,71,16.100,5.174,6.640,16.040,0.500,17.800,,,,
2017-06-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.800,22.200,14.400,89,17.800,3.432,0.727,10.640,3.700,16.200,,,,
2017-06-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.800,15.600,11.600,88,13.800,1.984,0.291,6.150,1.000,18.900,,,,
2017-06-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.600,18.600,10.600,74,14.600,4.916,8.661,15.240,0.400,17.100,,,,
2017-06-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.200,20.000,10.500,78,15.200,7.203,9.412,22.330,0.000,16.700,,,,
2017-06-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.300,24.600,10.300,67,18.300,8.806,14.135,27.300,0.800,19.600,,,,
2017-06-10,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.500,27.800,22.000,76,24.500,8.603,13.232,26.670,0.000,16.900,,,,
2017-06-11,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.600,27.200,20.500,73,23.600,8.929,13.312,27.680,0.000,16.400,,,,
2017-06-12,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.800,27.500,19.800,74,23.800,8.926,13.309,27.670,0.000,15.100,,,,
2017-06-13,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.300,27.600,21.200,71,24.300,9.100,13.307,28.210,0.000,16.200,,,,
2017-06-14,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.300,30.500,20.000,72,24.300,8.887,13.304,27.550,0.000,23.300,,,,
2017-06-15,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.600,28.000,21.500,75,24.600,8.897,13.301,27.580,0.000,19.200,,,,
2017-06-16,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.800,28.600,21.400,79,24.800,9.006,13.299,27.920,0.000,17.000,,,,
2017-06-17,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.000,29.100,21.200,79,25.000,9.010,13.297,27.930,0.000,17.400,,,,
2017-06-18,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.000,29.500,21.200,78,25.000,9.013,13.379,27.940,0.000,15.300,,,,
2017-06-19,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.200,29.800,20.400,75,25.200,9.100,13.293,28.210,0.000,17.200,,,,
2017-06-20,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.200,28.400,22.400,73,25.200,8.713,13.375,27.010,0.000,16.400,,,,
2017-06-21,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.200,27.600,20.900,71,24.200,6.535,11.529,20.260,0.200,20.100,,,,
2017-06-22,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.700,28.200,21.100,72,24.700,8.845,13.371,27.420,0.000,19.000,,,,
2017-06-23,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.700,28.600,20.800,78,24.700,8.874,13.370,27.510,0.000,17.200,,,,
2017-06-24,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.200,29.500,21.200,78,25.200,9.119,13.368,28.270,0.000,16.900,,,,
2017-06-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.300,26.900,18.000,63,23.300,7.681,14.053,23.810,0.100,17.600,,,,
2017-06-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.200,25.200,17.400,58,21.200,7.913,14.056,24.530,0.000,23.400,,,,
2017-06-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.400,22.900,16.500,70,19.400,7.535,12.646,23.360,9.200,14.900,,,,
2017-06-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.000,25.000,14.600,60,20.000,8.381,14.063,25.980,0.000,23.700,,,,
2017-06-29,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.400,27.700,16.900,65,22.400,8.055,14.000,24.970,0.100,29.500,,,,
2017-06-30,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,25.900,31.000,22.200,67,25.900,7.719,12.403,23.930,0.800,23.400,,,,
2017-07-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.900,27.200,22.100,82,24.900,5.519,11.033,17.110,2.200,22.500,,,,
2017-07-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,25.400,30.600,21.000,71,25.400,8.216,14.000,25.470,0.300,16.400,,,,
2017-07-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,25.600,31.500,19.900,64,25.600,8.406,14.000,26.060,2.800,16.600,,,,
2017-07-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.500,27.800,20.500,65,24.500,7.471,14.000,23.160,0.000,14.000,,,,
2017-07-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.800,28.600,20.200,65,23.800,7.816,14.000,24.230,0.000,22.300,,,,
2017-07-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.900,24.200,20.200,75,21.900,3.823,3.001,11.850,2.600,15.900,,,,
2017-07-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.100,26.000,19.800,90,22.100,3.503,5.974,10.860,59.800,18.600,,,,
2017-07-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.400,29.800,20.200,76,24.400,7.110,12.010,22.040,0.000,24.300,,,,
2017-07-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.700,27.200,17.700,59,22.700,9.332,14.000,28.930,0.000,21.300,,,,
2017-07-10,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.900,26.800,17.200,69,22.900,6.677,12.844,20.700,1.200,21.000,,,,
2017-07-11,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,25.000,28.500,21.100,82,25.000,5.506,10.515,17.070,4.500,19.800,,,,
2017-07-12,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,26.300,30.900,22.800,80,26.300,6.984,13.172,21.650,6.400,17.700,,,,
2017-07-13,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,26.900,33.100,23.300,77,26.900,5.990,9.406,18.570,3.200,21.300,,,,
2017-07-14,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.900,23.500,18.800,92,20.900,1.842,0.187,5.710,7.700,17.600,,,,
2017-07-15,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.800,28.600,20.500,78,23.800,6.326,10.206,19.610,0.300,17.100,,,,
2017-07-16,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.700,28.400,19.100,75,23.700,7.971,14.000,24.710,0.000,18.200,,,,
2017-07-17,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.300,27.800,20.700,83,24.300,6.787,13.325,21.040,0.100,23.300,,,,
2017-07-18,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.700,28.700,21.000,83,24.700,7.155,12.396,22.180,1.100,17.400,,,,
2017-07-19,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,27.100,32.100,22.400,75,27.100,8.135,14.000,25.220,0.000,17.700,,,,
2017-07-20,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,27.800,34.000,22.700,74,27.803,8.197,14.000,25.410,0.100,19.200,,,,
2017-07-21,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,27.600,33.300,23.600,71,27.602,7.984,13.946,24.750,0.000,16.500,,,,
2017-07-22,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,26.600,30.200,23.000,69,26.600,7.703,11.345,23.880,4.200,16.200,,,,
2017-07-23,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.700,25.000,22.800,83,23.700,3.052,4.175,9.460,19.500,19.300,,,,
2017-07-24,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.700,22.600,17.600,86,20.700,4.319,5.955,13.390,37.600,31.300,,,,
2017-07-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.000,21.500,17.000,83,19.000,2.816,1.003,8.730,22.200,15.100,,,,
2017-07-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.600,23.000,18.100,72,20.600,7.161,13.648,22.200,0.000,16.100,,,,
2017-07-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.400,24.900,17.400,85,21.400,4.390,7.550,13.610,1.200,15.000,,,,
2017-07-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.600,27.100,20.000,84,23.600,5.645,7.850,17.500,0.900,10.400,,,,
