participant_id,day,run_km,training_min,zone2_min,steps,sleep_hrs,bedtime_hr,protein_g,energy_kcal
308,21,7.0,43,21,9425,6.7,20.2,88,1421
308,22,6.7,49,25,8394,6.9,20.1,93,1444
308,24,7.9,43,21,6835,7.2,20.0,84,1434
308,25,6.3,35,18,8375,7.0,20.3,84,1416
308,26,7.1,37,17,6719,7.3,20.0,97,1200
308,27,7.6,43,18,7402,7.4,20.0,101,1281
308,28,7.9,43,21,8533,7.5,20.1,94,1262
308,30,7.7,47,14,9290,7.3,20.0,90,1200
308,31,8.8,41,21,8732,7.2,20.0,83,1356
308,32,9.8,41,21,9420,7.3,20.0,76,1200
308,33,9.6,40,19,8599,7.3,20.3,82,1368
308,34,9.7,43,20,8300,7.3,20.2,69,1431
308,35,9.2,42,21,8206,7.0,20.6,89,1288
308,36,9.9,39,23,7630,7.1,20.7,87,1324
308,37,9.1,44,23,8141,7.0,20.8,92,1445
308,40,8.6,44,23,8502,7.5,20.3,98,1384
308,41,8.1,49,21,9547,7.2,20.5,112,1490
308,42,8.5,54,24,9184,7.2,20.5,100,1613
308,44,9.0,60,17,9053,6.9,20.0,79,1426
308,45,8.6,63,18,7922,6.3,20.2,101,1476
308,46,9.0,48,19,7501,6.7,20.4,104,1208
308,47,6.8,44,24,6180,6.6,20.1,105,1349
308,49,8.5,39,23,7077,7.0,20.1,102,1337
308,51,6.7,49,20,8356,7.4,20.1,93,1235
308,52,7.1,48,20,7778,7.1,20.4,98,1249
308,54,8.0,50,24,6978,6.6,21.2,97,1200
308,59,8.1,32,21,9630,7.0,20.3,87,1200
308,60,7.6,29,24,9614,7.1,20.3,109,1271
308,61,8.9,24,16,9418,6.9,20.5,106,1326
308,62,9.4,34,18,8520,6.9,20.6,112,1245
308,63,7.9,35,18,9680,7.2,20.3,111,1259
308,64,8.2,33,23,9233,6.9,20.3,100,1200
308,65,8.1,46,19,7958,7.3,20.2,104,1359
308,66,9.4,46,22,9077,7.1,20.7,100,1258
308,68,8.0,42,19,9634,7.1,20.4,73,1749
308,72,6.8,37,26,10298,6.8,20.7,92,1503
308,74,7.6,39,24,8989,7.1,21.0,77,1362
308,75,7.4,32,26,8122,6.9,20.6,89,1377
308,76,7.8,34,20,8854,6.7,20.6,96,1334
308,77,8.5,38,22,7977,6.5,20.4,94,1274
308,79,8.5,40,26,8851,6.9,20.9,85,1394
308,81,8.7,43,19,6828,7.1,20.6,84,1347
308,82,9.3,40,25,7357,7.3,20.5,92,1436
308,83,9.9,42,22,7317,7.6,20.1,97,1338
308,84,8.4,55,24,7936,7.7,20.0,95,1399
308,85,8.7,48,25,8054,7.5,20.2,105,1359
308,86,9.4,55,16,8247,7.4,20.5,105,1400
308,87,9.2,46,18,9073,7.4,20.1,106,1274
308,88,9.5,48,16,9051,7.3,20.5,107,1526
308,90,9.6,48,19,8614,7.8,20.0,117,1212
308,92,8.0,45,18,7826,7.7,20.0,112,1417
308,97,7.8,43,17,7563,7.2,20.1,108,1200
308,98,7.8,39,16,7915,7.2,20.4,115,1200
308,99,7.4,36,18,8069,6.9,20.6,114,1508
308,100,8.8,29,18,8393,7.4,20.8,108,1513
309,2,4.9,32,32,9175,6.0,22.3,87,2647
309,3,5.7,33,26,10153,6.5,22.2,92,2750
309,5,4.5,48,24,7504,6.6,22.2,108,2496
309,6,5.3,39,27,7459,6.2,21.9,94,2284
309,8,3.9,33,32,8650,6.4,22.2,98,2354
309,10,3.5,41,24,8371,6.2,22.2,95,2452
309,11,4.8,40,29,8876,6.5,22.5,101,2477
309,12,5.7,40,29,9620,6.3,22.6,95,2429
309,13,5.2,44,26,10247,6.3,23.0,90,2526
309,16,3.0,33,28,8000,6.9,22.5,88,2475
309,18,3.0,39,30,9047,7.0,22.4,95,2761
309,19,3.6,46,28,8274,7.0,22.3,85,2564
309,21,4.9,33,26,10090,6.6,22.1,86,2768
309,22,4.0,25,18,9756,6.8,22.5,83,2656
309,23,4.7,31,27,8724,6.7,22.1,79,2574
309,24,4.8,36,26,8461,6.6,21.7,73,2537
309,25,5.1,29,30,7590,6.8,22.4,75,2513
309,26,5.6,54,29,7708,6.8,22.4,84,2389
309,27,5.4,48,29,8022,7.1,22.1,84,2338
309,28,5.5,45,26,7806,7.4,21.9,98,2287
309,30,3.9,45,30,8716,7.0,21.5,118,2624
309,33,5.3,33,28,7809,7.3,22.1,94,2605
309,35,3.0,36,23,8642,7.5,22.5,93,2706
309,36,3.5,56,28,8124,7.5,22.5,88,2603
309,37,4.3,45,31,10252,7.5,22.7,87,2588
309,38,3.4,52,29,10125,7.4,22.5,75,2640
309,39,3.9,41,27,10950,7.5,22.2,85,2522
309,41,3.9,36,31,9321,7.2,22.3,90,2619
309,43,4.6,34,31,8605,7.0,22.3,97,2459
309,44,6.1,31,29,8376,7.1,22.5,91,2700
309,47,3.3,44,34,7073,7.0,22.8,97,2689
309,51,3.0,37,27,6412,7.1,22.1,91,2696
309,54,3.4,48,26,7451,7.4,22.1,99,2373
309,55,4.0,37,30,8465,7.0,22.1,108,2262
309,56,5.0,35,29,9366,6.9,21.8,96,2277
309,57,5.1,30,28,8750,7.1,21.8,94,2263
309,58,5.4,32,33,8722,7.0,21.9,85,2490
309,59,5.0,32,26,8190,7.0,22.3,91,2172
309,60,5.5,32,27,8563,6.4,22.1,95,2309
309,61,4.7,32,25,7605,6.5,22.0,107,2459
309,63,3.8,33,25,7412,6.7,22.5,100,2407
309,64,4.8,33,28,6315,6.8,22.3,105,2453
309,65,4.1,44,31,7109,6.4,22.0,95,2507
309,66,3.0,48,25,8049,6.8,21.6,104,2697
309,67,3.8,46,31,8109,7.3,21.5,100,2321
309,71,4.6,47,30,8681,7.1,21.9,93,2516
309,73,3.4,51,30,8956,6.8,21.8,113,2362
309,75,4.1,48,22,7569,6.7,22.0,118,2504
309,79,2.0,41,25,8458,7.2,22.1,121,2841
309,80,2.2,43,25,8545,7.1,22.5,109,2876
309,81,4.0,46,23,8416,6.9,22.1,93,2717
309,82,4.0,48,28,10083,7.1,22.3,88,2723
309,87,5.0,32,31,9725,7.4,22.8,73,2327
309,88,3.5,41,24,9038,7.2,23.1,84,2557
309,90,3.1,18,24,8764,7.5,23.3,96,2711
309,91,3.0,25,23,9015,7.3,23.2,112,2730
309,93,3.4,29,26,6202,7.3,23.0,102,2775
309,96,3.8,32,26,8810,6.8,22.2,108,2667
310,1,5.7,53,16,5069,7.1,23.3,109,2368
310,2,6.8,38,17,5485,7.0,22.7,120,2445
310,4,6.4,50,17,5623,7.3,22.2,105,2179
310,5,6.5,53,17,6168,7.5,22.7,100,2105
310,7,6.8,61,20,6873,8.0,22.8,107,2038
310,8,6.2,60,18,6789,7.9,22.6,100,1843
310,9,5.3,65,22,6634,7.6,22.9,111,2013
310,12,6.2,70,25,7398,7.4,23.6,109,2211
310,13,6.8,59,19,6364,7.3,24.2,119,2203
310,14,6.8,57,20,8560,7.3,24.2,119,2092
310,15,6.4,62,17,7296,7.5,24.6,103,1943
310,16,6.6,56,18,6661,7.0,24.3,108,2112
310,17,7.1,59,19,6813,7.0,24.0,110,2217
310,19,6.5,65,15,7208,7.2,24.1,94,2023
310,20,5.0,62,16,6855,6.9,23.5,101,1940
310,21,5.8,61,15,5650,6.9,23.4,95,2156
310,22,7.6,64,23,5782,6.8,23.3,102,2104
310,23,6.5,64,21,5569,6.9,23.4,97,2226
310,24,6.1,60,19,5471,7.4,23.1,84,2170
310,25,7.0,52,23,6008,7.1,23.2,103,2238
310,26,7.3,50,31,7086,7.2,23.2,101,2363
310,27,6.5,51,25,6661,7.4,23.2,87,2345
310,32,6.1,51,19,4805,7.1,22.8,106,2126
310,34,8.2,52,18,6413,7.0,22.6,100,2125
310,35,8.6,61,15,7013,7.1,22.8,96,2141
310,36,8.1,56,17,6889,7.3,23.1,100,2240
310,37,6.5,55,18,5409,7.2,22.6,111,2205
310,38,6.1,62,18,6536,7.2,22.6,129,2415
310,39,6.3,59,24,6621,7.0,22.6,128,2355
310,40,6.6,73,23,6421,6.9,22.6,120,2112
310,41,5.3,72,25,6031,6.7,22.3,126,2036
310,42,5.1,67,25,5484,6.6,22.3,126,1874
310,43,4.9,57,19,4620,6.4,22.6,115,1962
310,44,4.8,56,19,5769,6.6,22.7,114,2019
310,46,5.1,56,20,6484,6.5,23.0,102,1951
310,48,4.8,60,24,6387,6.7,23.7,101,2114
310,49,6.2,63,19,6688,6.8,23.4,104,2197
310,50,5.7,58,17,5884,6.4,23.2,104,2168
310,51,6.6,51,21,5401,6.5,23.4,112,2408
310,52,4.9,57,24,7192,6.7,23.4,89,2232
310,56,5.9,64,19,7623,7.0,23.0,103,1941
310,59,5.9,56,13,6373,6.9,22.8,100,2049
310,60,5.8,53,20,6725,7.0,23.0,89,1910
310,62,6.9,54,18,5004,7.1,23.1,95,2041
310,63,6.4,66,18,4242,7.1,23.6,96,1972
310,66,6.5,56,12,6253,7.3,23.4,87,2455
310,69,7.4,47,20,6743,7.1,23.4,90,2235
310,73,6.5,58,16,4394,6.5,24.0,99,2260
310,74,5.9,53,12,4263,7.0,24.1,111,2236
310,77,6.9,66,14,4098,6.6,24.0,114,2250
310,81,5.7,67,20,6685,6.5,23.9,93,2031
310,82,5.2,63,15,5630,6.7,23.1,90,2009
310,86,6.1,57,18,6205,6.7,23.3,98,2098
310,87,7.1,71,16,4737,7.1,23.6,106,2022
310,89,6.4,61,20,4640,6.9,23.3,126,2145
310,90,6.4,55,13,5187,6.6,23.4,108,2312
310,91,6.1,62,18,6460,6.8,23.9,106,2353
310,93,7.4,72,15,6806,6.3,23.9,105,2227
310,95,6.4,65,19,5208,6.2,23.9,120,2001
310,96,5.2,56,17,5865,6.4,23.8,108,2072
310,98,6.8,49,9,6350,7.1,23.3,102,2025
310,99,6.8,54,8,6870,7.2,23.5,111,2061
311,1,2.4,13,10,9149,7.8,23.1,84,2138
311,2,2.6,21,17,9107,8.0,23.1,83,1925
311,4,5.0,30,18,11172,7.9,23.7,82,1801
311,5,4.0,17,15,11248,7.7,23.5,81,1803
311,8,4.4,27,20,10618,7.7,23.0,90,2144
311,9,4.5,33,16,10869,7.7,23.4,85,2156
311,10,2.7,29,15,11224,7.9,23.3,96,2304
311,11,3.4,36,13,10043,7.6,23.3,98,2202
311,12,2.2,29,18,10952,7.5,23.6,101,2100
311,16,2.8,12,23,12262,7.9,23.3,81,2367
311,17,2.7,20,26,12456,7.8,23.0,71,2193
311,18,2.3,30,16,13228,8.1,23.2,76,2146
311,21,3.5,16,16,11611,7.7,23.4,92,2156
311,22,3.2,19,20,12124,7.5,23.4,89,2190
311,23,4.5,23,23,10921,7.7,23.0,81,2507
311,24,3.7,30,16,10226,7.3,23.3,79,2465
311,25,3.6,27,15,10670,7.1,23.2,89,2452
311,26,2.6,25,18,11032,7.4,23.0,79,2645
311,28,3.0,32,20,12390,7.4,22.8,91,2689
311,29,2.2,29,13,11279,7.6,23.0,80,2425
311,30,2.4,17,19,11724,7.4,23.0,91,2382
311,32,2.5,31,19,13827,7.7,23.7,100,2136
311,33,2.3,29,17,13447,7.7,23.4,109,2168
311,36,3.5,23,13,11365,7.7,22.9,102,2374
311,39,4.6,31,19,11844,8.1,23.7,95,2325
311,42,2.0,27,19,12406,7.7,23.5,101,2287
311,43,2.9,34,21,11115,7.9,23.2,87,2353
311,44,3.6,32,22,10723,7.9,23.6,87,2142
311,45,2.2,33,17,9462,8.1,23.8,94,2207
311,51,5.3,23,7,11780,7.5,23.7,89,2228
311,54,4.6,12,16,11065,7.6,24.0,81,1980
311,55,4.3,20,12,10946,8.1,23.7,91,2289
311,59,3.9,19,19,9948,7.9,22.8,86,2125
311,60,3.1,42,16,10075,7.6,22.9,88,2295
311,62,2.8,32,20,10793,8.1,23.0,94,2274
311,64,3.4,23,14,10065,7.9,22.9,86,2496
311,65,4.5,20,14,10396,7.5,22.7,82,2553
311,66,4.3,29,16,10763,7.5,22.7,83,2498
311,67,4.8,22,16,12047,7.4,22.7,96,2467
311,68,5.4,15,15,10610,7.4,22.7,93,2351
311,71,3.8,15,12,11073,7.4,24.0,92,2485
311,72,2.4,18,14,12193,7.3,23.8,78,2333
311,74,2.8,15,14,12046,6.7,23.9,90,2465
311,75,3.0,19,18,9855,6.8,23.9,98,2421
311,76,2.6,24,18,10992,7.3,23.8,95,2269
311,77,3.5,20,21,9398,7.5,23.6,92,2319
311,78,3.2,23,14,9787,7.5,23.7,91,2419
311,79,4.7,36,17,10392,7.6,23.3,82,2322
311,80,4.0,29,17,8909,7.4,22.9,74,2378
311,83,4.2,20,13,11232,7.4,22.3,88,2303
311,86,3.0,28,12,11650,8.1,22.6,83,2414
311,89,5.7,15,23,11676,8.3,22.8,88,2302
311,91,4.3,22,15,12165,7.8,23.3,79,2408
311,95,4.8,12,13,10020,8.0,23.0,69,2382
311,100,4.7,27,16,11688,7.5,23.1,80,2497
312,1,1.2,30,41,11386,7.6,21.0,91,1622
312,2,1.2,22,40,10011,7.7,20.9,80,1502
312,3,1.3,18,44,9377,7.1,21.0,69,1633
312,4,2.5,25,46,9126,7.0,21.2,78,1631
312,5,2.5,28,42,9745,6.9,20.6,89,1552
312,8,1.6,32,39,9961,6.7,21.0,108,1708
312,9,1.4,33,42,9783,7.1,20.9,106,1829
312,10,1.8,24,41,10084,7.0,21.0,100,1844
312,11,1.6,22,40,10186,7.1,20.5,97,1777
312,12,1.2,24,43,10446,6.8,20.4,79,1666
312,13,0.8,31,43,9936,6.9,20.0,91,1652
312,14,1.3,26,38,10967,6.7,20.8,94,1449
312,15,1.5,17,38,10779,7.0,20.9,87,1456
312,18,0.4,23,37,10866,6.5,20.6,75,1781
312,19,1.3,26,42,9776,6.7,20.4,88,1667
312,20,2.0,21,41,11223,6.7,20.7,91,1682
312,21,1.8,24,45,10476,6.9,20.3,104,1573
312,22,1.5,27,39,10424,7.2,20.5,95,1569
312,23,2.8,21,41,9253,7.0,20.9,82,1385
312,24,2.6,20,41,10046,7.0,20.8,81,1315
312,26,2.3,26,37,8947,6.8,21.3,69,1346
312,27,1.1,43,37,9441,7.0,21.2,77,1515
312,28,1.5,42,42,9722,6.7,21.2,75,1680
312,29,0.5,39,41,8892,6.7,21.2,77,1630
312,30,0.7,34,42,8932,6.8,20.9,87,1702
312,35,3.4,31,38,8413,6.8,21.1,91,1357
312,36,2.2,16,42,9697,7.0,21.2,98,1478
312,37,2.1,26,40,8932,7.1,20.7,102,1423
312,39,1.5,21,39,10069,6.7,20.5,91,1400
312,41,2.7,23,36,8837,6.9,21.0,82,1466
312,43,0.0,37,40,10333,7.0,21.1,81,1505
312,44,0.4,35,46,8868,7.0,20.9,80,1564
312,45,1.8,28,46,9044,7.0,20.8,72,1685
312,47,1.9,29,42,9700,7.6,20.5,72,1716
312,51,2.9,34,38,9842,7.2,20.2,88,1625
312,52,2.4,39,38,10837,7.1,20.1,88,1442
312,53,0.7,29,37,10649,7.2,20.0,79,1348
312,55,1.4,29,41,8760,6.9,20.1,88,1423
312,56,0.0,29,41,8301,7.1,20.0,97,1701
312,60,2.4,26,39,10854,7.0,20.7,100,1554
312,63,2.4,29,44,9265,6.6,20.2,89,1656
312,64,2.4,46,42,10348,6.9,20.5,101,1348
312,67,1.7,34,43,10314,6.5,20.6,98,1743
312,68,1.3,39,44,10668,6.4,20.6,98,1636
312,69,1.4,38,47,11420,6.3,20.6,90,1598
312,71,2.3,28,44,11082,6.8,20.4,89,1563
312,72,1.7,26,36,11669,6.9,20.7,94,1638
312,73,0.8,14,38,11964,7.3,20.7,82,1581
312,76,2.0,28,37,8506,7.3,20.9,91,1678
312,78,2.0,29,45,8431,7.1,21.3,92,1675
312,79,1.8,40,44,9049,7.1,20.9,95,1595
312,81,2.7,30,44,9676,7.1,20.9,81,1750
312,82,0.6,16,42,9924,7.3,20.8,84,1711
312,83,0.7,9,41,9217,7.3,20.6,85,1796
312,86,1.0,26,41,11456,6.6,21.5,74,1807
312,91,2.3,26,39,9918,7.0,21.2,92,1869
312,94,1.3,30,39,10294,6.9,21.0,75,1495
312,95,2.0,23,40,9467,7.2,20.5,67,1660
312,96,0.4,18,43,9598,7.5,20.9,78,1537
312,97,1.7,16,42,9483,7.3,20.5,78,1473
312,99,0.5,22,41,11553,7.0,21.0,87,1775
312,100,2.0,18,41,12101,7.4,21.1,76,1621
313,2,3.4,61,5,15971,7.6,23.5,20,1495
313,3,4.2,58,6,15322,8.0,23.1,20,1618
313,4,2.9,61,7,13684,7.9,23.1,28,1581
313,5,2.4,62,6,13364,7.5,22.9,21,1628
313,6,4.1,72,11,12894,7.3,22.5,20,1593
313,7,4.8,63,11,13206,7.4,22.8,20,1671
313,8,4.5,56,11,13652,7.0,22.8,20,1809
313,9,5.2,60,8,13447,7.2,22.9,20,1703
313,10,4.5,66,6,12364,7.0,22.9,24,1629
313,11,3.0,65,7,13872,7.2,23.2,27,1519
313,12,2.2,67,11,13786,7.1,23.4,30,1623
313,13,2.5,67,8,14518,6.9,23.3,28,1808
313,15,3.0,71,12,14384,6.9,23.0,20,1636
313,16,3.8,72,3,13984,7.1,22.8,28,1578
313,18,4.9,77,3,13071,6.6,22.7,26,1701
313,19,3.1,63,7,13218,6.9,22.5,20,1676
313,21,4.3,63,11,13824,7.2,22.7,20,1623
313,23,4.9,67,11,13893,7.2,22.2,20,2096
313,24,3.9,70,8,14066,7.3,22.3,20,1776
313,25,3.9,65,8,14449,7.2,22.5,21,1693
313,26,3.8,64,20,13859,7.6,22.5,20,1853
313,27,3.1,72,13,14999,7.5,22.7,20,1776
313,28,4.6,72,12,15169,7.8,22.4,20,1621
313,30,4.4,73,9,15007,7.7,22.5,39,1872
313,33,4.5,58,10,12614,7.2,23.6,23,1526
313,34,4.2,62,8,15192,7.4,23.7,21,1728
313,36,4.7,72,10,13981,7.7,23.6,29,2017
313,38,5.3,77,10,15895,7.3,23.0,33,1795
313,44,3.9,63,7,12226,7.5,23.4,20,1798
313,45,4.8,53,7,12116,7.1,23.1,24,1771
313,46,3.2,59,6,12829,7.2,23.1,34,1636
313,47,3.0,61,6,13500,7.3,22.9,30,1675
313,48,3.7,59,4,12633,7.2,22.7,30,1705
313,51,4.9,67,7,14080,7.5,22.5,20,1639
313,54,4.2,59,9,12974,7.3,22.4,34,1412
313,56,2.8,60,10,14111,6.8,22.2,20,1585
313,57,4.3,61,12,14567,6.8,21.8,20,1640
313,58,4.5,56,5,13584,6.9,21.6,20,1687
313,59,4.3,55,7,13195,6.8,21.5,20,1541
313,60,3.8,54,15,13224,6.8,21.5,34,1605
313,67,3.9,70,17,13340,7.2,22.9,20,1538
313,68,2.6,57,13,12371,6.9,22.5,20,1439
313,69,3.9,58,14,13128,7.0,22.4,20,1637
313,70,5.8,59,13,13461,7.1,22.3,20,1451
313,71,5.3,61,8,14241,7.2,22.3,24,1250
313,72,4.9,66,12,12859,7.2,22.6,32,1467
313,74,3.3,64,5,14322,7.3,22.9,22,1748
313,75,3.1,65,8,14395,7.6,22.7,20,1705
313,78,1.9,59,13,13599,8.1,22.3,22,1618
313,79,1.9,67,13,13278,7.9,22.2,24,1761
313,80,3.2,70,11,12919,7.8,22.6,20,1651
313,81,3.3,57,9,12199,7.6,22.2,24,1636
313,83,4.4,47,13,12763,7.5,22.0,20,1447
313,88,5.2,59,10,13901,7.2,22.3,32,1501
313,89,4.4,56,12,12687,7.2,22.2,21,1585
313,90,3.6,70,16,12786,7.2,22.1,31,1727
313,91,3.4,66,18,12299,7.1,22.3,41,1686
313,92,4.3,72,14,13835,7.3,22.6,25,1768
313,95,4.3,61,11,14611,7.2,23.3,22,1680
313,97,3.2,58,11,14852,7.2,23.3,24,1645
313,98,4.4,66,8,14218,7.6,23.2,20,1617
313,99,5.0,76,9,14812,7.7,23.2,20,1664
313,100,5.6,61,11,14190,7.7,22.7,20,1479
314,1,0.0,44,14,10485,6.6,23.5,117,1803
314,2,1.0,46,7,11103,6.5,23.5,105,1653
314,4,0.0,50,16,9158,6.9,23.9,109,1723
314,6,0.2,50,18,9824,6.6,23.2,109,1718
314,7,0.0,45,18,8491,7.1,23.6,116,1749
314,8,1.9,43,21,9314,7.2,23.4,119,1753
314,9,1.6,47,13,11333,7.0,23.5,107,1874
314,10,1.9,46,13,12087,7.1,23.5,87,2114
314,11,2.0,45,22,12648,7.3,23.8,84,2352
314,13,0.7,41,16,11902,7.1,23.8,104,1962
314,14,1.9,41,20,12110,7.3,23.9,98,1996
314,17,1.2,31,12,10812,7.1,23.5,100,1822
314,19,1.3,37,17,10340,7.5,24.3,116,2260
314,21,1.0,39,13,10012,7.5,23.4,100,2155
314,22,1.1,42,14,10153,7.5,23.5,92,2017
314,25,0.6,46,13,11532,7.5,23.2,79,2070
314,27,1.9,41,14,10342,7.2,23.0,95,1965
314,28,0.9,46,13,10560,7.2,23.0,86,2051
314,29,0.4,50,11,10218,7.2,23.3,90,2047
314,33,0.7,45,15,9610,7.1,23.4,97,1928
314,34,0.5,40,14,11551,6.9,23.3,92,1980
314,35,1.2,48,9,12110,7.1,23.5,105,1918
314,38,0.9,31,12,9545,6.1,23.0,110,1811
314,39,0.0,30,9,9290,6.3,23.3,110,1537
314,40,1.7,32,13,10654,6.5,23.3,109,1542
314,42,0.7,38,9,11742,6.5,23.2,101,1647
314,43,1.9,45,13,10528,6.5,23.5,107,1729
314,45,1.6,45,12,10812,6.7,23.9,112,1666
314,46,0.7,46,7,11241,6.7,23.6,117,1679
314,48,1.7,43,18,11554,7.0,23.4,120,1872
314,50,1.2,53,20,11611,6.9,23.1,109,1963
314,53,1.0,43,15,9820,6.8,22.9,101,2083
314,54,0.4,43,14,10520,7.0,23.1,104,1855
314,56,0.5,39,16,9393,7.6,23.6,101,1938
314,58,1.1,40,16,11307,7.5,23.7,107,1931
314,59,0.7,37,18,10921,7.1,23.9,115,1723
314,60,0.0,37,16,11708,7.1,23.8,117,1791
314,64,0.0,55,12,11129,6.5,23.6,96,1879
314,65,0.0,54,15,9935,6.2,23.8,101,1858
314,66,0.4,53,12,9592,6.3,23.9,101,1812
314,68,1.3,48,15,9250,6.4,23.4,120,1807
314,69,0.1,42,11,9189,6.7,23.6,101,1689
314,71,1.1,39,16,9178,7.0,23.2,112,1557
314,74,0.1,58,16,8614,7.2,23.3,108,1839
314,75,0.0,43,14,10055,7.6,23.2,109,2017
314,76,0.5,42,10,10077,7.5,23.4,101,2255
314,77,0.7,54,11,8891,7.6,23.4,99,2092
314,78,0.5,53,12,8954,7.5,23.3,97,2265
314,82,0.9,39,10,11013,7.4,24.0,121,2193
314,87,0.1,45,11,9153,7.0,24.2,110,1978
314,88,0.0,44,12,9258,7.0,23.8,107,2015
314,90,0.3,41,7,7958,6.9,23.6,96,2008
314,91,0.3,41,9,7179,6.7,23.7,103,1984
314,92,0.8,40,13,6926,7.0,23.3,96,1811
314,95,0.0,33,15,8937,6.8,23.3,112,1920
314,96,0.3,39,13,8247,6.8,23.5,117,1863
314,97,1.6,44,15,8321,6.8,23.3,121,1917
314,99,0.0,40,15,10734,7.2,23.4,101,1745
314,100,0.7,41,17,9475,6.8,23.4,111,1603
315,2,3.8,9,39,8627,6.3,23.0,91,2276
315,5,3.1,25,42,7853,6.5,22.0,87,2116
315,8,5.7,25,42,7292,6.3,22.4,77,2436
315,10,5.3,37,48,7968,6.9,22.5,87,2588
315,12,4.8,34,38,10337,6.5,22.1,83,2532
315,14,4.2,22,39,10064,6.5,22.1,73,2408
315,15,4.2,29,43,9341,6.5,22.4,80,2175
315,17,4.9,32,42,9465,6.6,22.2,70,2136
315,19,5.3,29,35,7662,6.4,21.8,83,2128
315,20,5.7,31,41,8002,6.4,21.6,91,2094
315,21,4.8,34,42,8680,6.5,21.7,82,2223
315,22,5.6,38,44,9898,6.5,21.6,79,2255
315,23,6.9,25,44,9799,6.6,22.0,72,2360
315,24,5.4,29,41,9926,6.6,22.4,72,2386
315,26,6.4,31,44,9941,7.0,23.0,94,2438
315,27,5.7,26,39,9187,6.9,23.5,102,2241
315,30,6.7,24,47,8518,6.9,23.2,92,2384
315,31,5.1,34,42,7427,6.5,23.3,96,2394
315,33,4.6,28,42,7074,6.3,22.8,95,2275
315,34,5.1,33,39,6956,6.7,22.5,91,2480
315,37,4.2,29,39,6328,6.5,22.1,94,2405
315,38,5.8,31,41,5950,6.8,22.0,90,2404
315,39,5.4,42,37,7981,6.9,22.1,85,2136
315,40,6.1,25,39,7834,7.1,22.1,75,2224
315,42,5.3,33,44,9382,7.1,22.6,84,2101
315,44,4.4,29,42,9421,6.9,21.9,77,2400
315,47,3.4,32,48,9565,7.0,22.1,81,2411
315,50,5.6,34,39,8504,7.5,21.9,94,2442
315,52,4.4,26,38,7101,6.8,22.2,105,2468
315,54,4.9,16,44,6543,6.7,22.1,104,2552
315,56,5.1,18,41,7553,6.5,22.5,99,2392
315,57,4.4,24,40,8728,7.0,22.2,98,2278
315,60,5.5,30,44,6835,7.2,22.8,106,2405
315,64,5.6,32,44,7112,6.7,22.7,93,2596
315,65,6.4,29,44,8452,6.8,22.7,100,2522
315,66,5.9,29,34,8150,6.7,22.4,100,2481
315,67,5.6,28,36,7620,6.6,23.0,92,2292
315,70,5.2,13,43,7870,7.1,23.4,97,2547
315,71,4.0,28,47,8187,7.5,23.5,99,2639
315,73,3.3,27,45,9987,6.6,22.9,87,2627
315,75,3.2,29,43,9737,6.2,22.5,85,2590
315,76,3.9,33,45,8563,6.5,23.0,86,2630
315,80,5.1,25,40,9584,6.4,23.3,93,2384
315,82,4.7,25,36,9018,6.4,23.0,97,2206
315,83,7.0,15,39,8389,6.8,23.2,95,2241
315,86,4.6,17,46,9550,6.9,22.6,89,2339
315,87,3.5,17,40,10874,6.9,22.6,77,2298
315,89,4.6,24,34,8420,6.7,23.5,88,2591
315,90,5.4,22,36,8311,6.9,23.1,90,2485
315,94,5.5,26,36,7803,6.3,22.7,84,2610
315,95,3.9,30,37,6614,6.5,22.7,77,2567
315,97,3.3,27,47,7601,7.0,22.7,77,2700
315,98,3.1,34,49,6485,6.7,22.5,84,2782
315,100,4.2,28,47,8428,6.5,23.3,94,2683
316,4,4.0,62,26,5728,7.9,22.7,74,2650
316,5,2.9,78,26,6207,7.4,23.2,80,2711
316,6,2.7,73,24,4747,7.4,23.1,59,2767
316,8,4.3,69,25,5176,8.0,22.9,56,2610
316,9,5.0,61,23,5875,7.9,23.0,62,2637
316,11,3.8,71,23,7076,7.7,22.8,63,2605
316,14,2.7,80,25,5090,6.9,22.9,68,2736
316,15,3.8,73,20,3543,7.0,23.0,58,2697
316,19,3.0,71,20,6037,6.9,22.7,81,2429
316,20,3.4,73,30,6700,7.4,22.7,82,2479
316,21,4.5,75,31,6947,7.6,22.9,71,2344
316,22,3.3,71,27,6447,7.4,23.0,80,2437
316,27,1.8,92,22,5687,7.3,23.3,61,2605
316,28,1.4,89,25,6655,7.4,23.0,78,2586
316,31,2.1,72,28,6553,7.8,23.3,69,2795
316,34,2.7,78,25,4803,7.8,23.0,65,2288
316,35,4.1,68,24,5142,8.1,23.1,71,2486
316,38,3.4,66,29,4979,7.8,23.0,56,2542
316,39,2.7,71,31,5342,8.1,22.9,57,2519
316,40,2.5,76,30,5037,8.1,22.8,43,2498
316,41,1.9,78,31,5651,8.0,23.0,65,2706
316,43,3.6,73,27,5805,8.2,23.0,77,2318
316,45,2.9,84,30,4619,7.8,23.3,88,2429
316,46,3.4,79,27,4342,7.8,23.6,93,2206
316,47,3.4,73,30,4789,7.5,23.4,94,2594
316,48,1.5,67,29,4925,7.6,23.3,90,2616
316,50,3.0,79,29,4512,7.9,23.0,76,2783
316,52,3.5,74,22,6246,7.8,22.8,81,2517
316,53,3.6,69,19,5948,7.6,22.8,85,2592
316,54,3.6,68,21,6596,7.6,22.9,77,2682
